repo,issue_idx,map_condition_raw,map_condition,n_models,models,pooled_mean_delta_f1,pooled_mean_delta_recall,delta_f1_std,max_minus_median_delta_f1,outlier_model,outlier_model_delta_f1,median_delta_f1,n_helped_f1,n_hurt_f1,n_neutral_f1,per_model_delta_f1
yt-dlp,45,all_tools_required,all_tools_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0278,0.0,0.3192,0.3333,mistral/ministral-3b-latest,0.3333,0.0,1,1,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.444; mistral/ministral-3b-latest=+0.333
yt-dlp,45,temporal_cochange_required,temporal_cochange_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0278,0.0,0.1398,0.1111,mistral/ministral-3b-latest,0.1111,0.0,1,1,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.222; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.111
scrapy,48,temporal_frequency_required,temporal_frequency_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0278,-0.0417,0.1398,0.1111,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.1111,0.0,1,1,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.111; deepseek/deepseek-v4-flash=-0.222; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
pandas,38,temporal_cochange_required,temporal_cochange_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0278,-0.0417,0.0555,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.111; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
yt-dlp,41,structural_required,structural_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0278,0.0,0.1398,0.1111,deepseek/deepseek-v4-flash,0.1111,0.0,1,1,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.111; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.222; mistral/ministral-3b-latest=+0.000
flask,3,structural_required,structural_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0278,-0.0,0.2778,0.3889,deepseek/deepseek-v4-flash,0.3333,-0.0555,1,2,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.333; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.111; mistral/ministral-3b-latest=-0.333
scrapy,26,all_tools_required,all_tools_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0278,0.0,0.1398,0.1111,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,0.1111,0.0,1,1,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.111; mistral/ministral-3b-latest=-0.222
scrapy,48,temporal_cochange_required,temporal_cochange_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0278,-0.0417,0.0556,0.0,deepseek/deepseek-v4-flash,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.111; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
gpt-engineer,12,temporal_frequency_required,temporal_frequency_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0333,-0.0208,0.0667,0.0,deepseek/deepseek-v4-flash,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.133; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
pandas,38,structural_required,structural_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0417,-0.0417,0.0833,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.167; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
gpt-engineer,9,structural_required,structural_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0417,0.0,0.1659,0.1111,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,0.1111,0.0,1,1,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.278; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.111; mistral/ministral-3b-latest=+0.000
fastapi,9,temporal_cochange_required,temporal_cochange_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0417,-0.0278,0.0833,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.167; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
fastapi,20,all_tools_required,all_tools_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0417,-0.0833,0.0833,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.167; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
pandas,44,all_tools_required,all_tools_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0417,-0.0417,0.0833,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.167; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
requests,12,temporal_frequency_required,temporal_frequency_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.05,-0.0278,0.1689,0.1167,mistral/ministral-3b-latest,0.1,-0.0167,2,2,0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.267; deepseek/deepseek-v4-flash=+0.067; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.100; mistral/ministral-3b-latest=+0.100
pandas,26,temporal_cochange_required,temporal_cochange_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0528,-0.0833,0.2622,0.2445,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.2222,-0.0222,2,2,0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.222; deepseek/deepseek-v4-flash=+0.067; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.389; mistral/ministral-3b-latest=-0.111
scrapy,26,temporal_frequency_required,temporal_frequency_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0556,-0.0833,0.1924,0.1111,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,0.1111,0.0,1,1,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.111; mistral/ministral-3b-latest=-0.333
localstack,2,structural_required,structural_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0556,-0.0833,0.1924,0.1111,deepseek/deepseek-v4-flash,0.1111,0.0,1,1,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.111; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.333
scikit-learn,45,structural_required,structural_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0556,-0.0417,0.1111,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.222; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
localstack,2,all_tools_required,all_tools_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0556,-0.0833,0.0642,0.0555,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,-0.0555,0,2,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.111; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.111
yt-dlp,41,temporal_frequency_required,temporal_frequency_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0556,-0.0833,0.1111,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.222; mistral/ministral-3b-latest=+0.000
scikit-learn,45,temporal_cochange_required,temporal_cochange_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0556,-0.0417,0.1111,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.222; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
flask,18,temporal_cochange_required,temporal_cochange_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0556,0.0,0.1434,0.1667,deepseek/deepseek-v4-flash,0.1111,-0.0556,1,2,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.222; deepseek/deepseek-v4-flash=+0.111; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.111
thefuck,10,temporal_frequency_required,temporal_frequency_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0667,-0.0556,0.1905,0.25,mistral/ministral-3b-latest,0.1667,-0.0833,1,2,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.267; deepseek/deepseek-v4-flash=-0.167; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.167
pandas,26,temporal_frequency_required,temporal_frequency_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0667,-0.0833,0.1613,0.1666,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,0.1111,-0.0556,1,2,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.267; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.111; mistral/ministral-3b-latest=-0.111
gpt-engineer,9,temporal_cochange_required,temporal_cochange_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0694,-0.0833,0.3436,0.3889,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.3333,-0.0555,1,2,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.333; deepseek/deepseek-v4-flash=-0.500; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.111
core,20,structural_required,structural_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.1667,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.333
core,20,all_tools_required,all_tools_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.1667,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.333
yt-dlp,45,structural_required,structural_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0417,0.1064,0.0556,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,0.0,-0.0556,0,2,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.222; deepseek/deepseek-v4-flash=-0.111; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
rich,1,structural_required,structural_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.1667,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.333; mistral/ministral-3b-latest=+0.000
requests,7,structural_required,structural_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.1667,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.333
scikit-learn,49,all_tools_required,all_tools_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.1667,0.0,deepseek/deepseek-v4-flash,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.333; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
flask,6,all_tools_required,all_tools_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.1667,0.0,deepseek/deepseek-v4-flash,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.333; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=+0.000
localstack,2,temporal_cochange_required,temporal_cochange_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.1064,0.0556,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,-0.0556,0,2,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.111; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.222
rich,1,temporal_frequency_required,temporal_frequency_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0833,-0.0833,0.1667,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.333; mistral/ministral-3b-latest=+0.000
pandas,38,temporal_frequency_required,temporal_frequency_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0972,-0.0833,0.1145,0.0833,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,-0.0833,0,2,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.167; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.222
gpt-engineer,9,temporal_frequency_required,temporal_frequency_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0972,-0.0833,0.2581,0.3611,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,0.2222,-0.1389,1,2,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.333; deepseek/deepseek-v4-flash=-0.278; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.222; mistral/ministral-3b-latest=+0.000
pandas,38,all_tools_required,all_tools_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.0972,-0.0833,0.0949,0.0833,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,0.0,-0.0833,0,3,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.056; deepseek/deepseek-v4-flash=-0.111; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.222
stable-diffusion-webui,13,all_tools_required,all_tools_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.1111,-0.0833,0.1571,0.0555,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,-0.0555,0,2,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.111; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.333
rich,12,all_tools_required,all_tools_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.1222,-0.0833,0.1899,0.0444,deepseek/deepseek-v4-flash,0.0,-0.0444,0,2,2,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.089; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.400
scrapy,26,structural_required,structural_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.1944,-0.1667,0.3889,0.0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,0.0,0,1,3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=+0.000; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.000; mistral/ministral-3b-latest=-0.778
gpt-engineer,9,all_tools_required,all_tools_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.1944,-0.0833,0.2464,0.3334,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,0.1111,-0.2222,1,3,0,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=-0.333; deepseek/deepseek-v4-flash=-0.111; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=+0.111; mistral/ministral-3b-latest=-0.444
scrapy,26,temporal_cochange_required,temporal_cochange_required,4,"deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B, deepseek/deepseek-v4-flash, fireworks_ai/accounts/fireworks/models/gpt-oss-120b, mistral/ministral-3b-latest",-0.1944,-0.0833,0.2815,0.0833,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,0.0,-0.0833,0,3,1,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B=+0.000; deepseek/deepseek-v4-flash=-0.056; fireworks_ai/accounts/fireworks/models/gpt-oss-120b=-0.111; mistral/ministral-3b-latest=-0.611
